latitude,longitude,country
-35.18356,147.042046,Australia
-35.17914,147.084274,Australia
-35.17472,147.126503,Australia
-35.1703,147.168732,Australia
-35.16588,147.21096,Australia
-35.161459,147.253189,Australia
-35.157039,147.295418,Australia
-35.152618,147.337646,Australia
-35.148196,147.379875,Australia
-35.143775,147.422104,Australia
-35.139353,147.464333,Australia
48.005544,16.684284,Austria
47.999973,16.662998,Austria
48.007094,16.634245,Austria
48.01054,16.61459,Austria
48.015535,16.590128,Austria
48.02053,16.565666,Austria
48.025524,16.541204,Austria
48.030518,16.516743,Austria
48.035511,16.492281,Austria
48.040504,16.467819,Austria
48.045497,16.443357,Austria
48.050489,16.418896,Austria
48.052984,16.406665,Austria
48.05548,16.394434,Austria
48.057976,16.382203,Austria
48.060471,16.369972,Austria
48.062966,16.357741,Austria
48.065462,16.34551,Austria
48.066709,16.339395,Austria
48.067957,16.33328,Austria
48.069204,16.327164,Austria
48.070451,16.321049,Austria
48.071699,16.314933,Austria
48.072946,16.308818,Austria
48.075742,16.29914,Austria
48.078538,16.289463,Austria
48.081333,16.279786,Austria
48.084128,16.270108,Austria
48.086924,16.260431,Austria
48.089719,16.250753,Austria
48.092514,16.241076,Austria
48.095308,16.231399,Austria
48.098103,16.221721,Austria
48.100897,16.212044,Austria
48.103691,16.202366,Austria
48.106486,16.192689,Austria
48.109279,16.183012,Austria
48.112073,16.173334,Austria
48.114867,16.163657,Austria
48.11766,16.153979,Austria
48.120454,16.144302,Austria
48.123247,16.134624,Austria
48.12604,16.124947,Austria
48.128833,16.11527,Austria
48.131626,16.105592,Austria
48.134418,16.095915,Austria
48.137211,16.086237,Austria
48.140003,16.07656,Austria
48.142795,16.066883,Austria
48.145587,16.057205,Austria
48.154148,16.057484,Austria
48.157426,16.054673,Austria
48.160704,16.051862,Austria
48.164211,16.05036,Austria
48.167817,16.060638,Austria
48.171423,16.070917,Austria
48.175029,16.081195,Austria
48.178635,16.091473,Austria
48.182241,16.101751,Austria
48.185846,16.11203,Austria
48.189451,16.122308,Austria
48.193056,16.132586,Austria
48.19666,16.142864,Austria
48.200265,16.153142,Austria
48.203869,16.163421,Austria
48.207472,16.173699,Austria
48.211076,16.183977,Austria
48.214679,16.194255,Austria
48.218282,16.204534,Austria
48.221885,16.214812,Austria
48.225487,16.22509,Austria
48.22909,16.235368,Austria
48.232692,16.245646,Austria
48.236293,16.256654,Austria
48.239895,16.267662,Austria
48.243496,16.27867,Austria
48.247097,16.289678,Austria
48.250698,16.300685,Austria
48.254298,16.311693,Austria
48.257899,16.322701,Austria
48.261498,16.333709,Austria
48.265098,16.344717,Austria
48.268698,16.355724,Austria
48.272297,16.366732,Austria
48.275896,16.37774,Austria
48.279495,16.388748,Austria
48.283093,16.399755,Austria
48.286691,16.410763,Austria
48.290289,16.421771,Austria
48.293887,16.432779,Austria
48.297484,16.443787,Austria
48.301081,16.454794,Austria
48.304678,16.465802,Austria
48.308275,16.47681,Austria
48.311871,16.487818,Austria
48.315467,16.498826,Austria
48.319063,16.509833,Austria
48.322659,16.520841,Austria
48.329778,16.513374,Austria
48.335627,16.509683,Austria
-36.773336,-72.604501,Chile
-36.771617,-72.599502,Chile
-36.768747,-72.588987,Chile
-36.765876,-72.578473,Chile
-36.763006,-72.567959,Chile
-36.761115,-72.558625,Chile
-36.759447,-72.54869,Chile
-36.75778,-72.538755,Chile
-36.756112,-72.52882,Chile
-36.754445,-72.518885,Chile
-36.758364,-72.514594,Chile
-36.762885,-72.50792,Chile
-36.767389,-72.498844,Chile
-36.771892,-72.489767,Chile
-36.776396,-72.48069,Chile
-36.780898,-72.471614,Chile
-36.785401,-72.462537,Chile
-36.789903,-72.453461,Chile
-36.794406,-72.444384,Chile
-36.798907,-72.435308,Chile
-36.802979,-72.442603,Chile
-36.807051,-72.449899,Chile
-36.811123,-72.457194,Chile
-36.815194,-72.46449,Chile
-36.819265,-72.471786,Chile
-36.823336,-72.479081,Chile
-36.827407,-72.486377,Chile
-36.831478,-72.493672,Chile
-36.835548,-72.500968,Chile
-36.839618,-72.508264,Chile
-36.843688,-72.515559,Chile
-36.847758,-72.522855,Chile
-36.851827,-72.53015,Chile
-36.855896,-72.537446,Chile
-36.859965,-72.544742,Chile
-36.864034,-72.552037,Chile
-36.868103,-72.559333,Chile
-36.872171,-72.566628,Chile
-36.876239,-72.573924,Chile
-36.880307,-72.58122,Chile
-36.884993,-72.571929,Chile
-36.889678,-72.562637,Chile
-36.894363,-72.553346,Chile
-36.899048,-72.544055,Chile
-36.903732,-72.534764,Chile
-36.908416,-72.525473,Chile
-36.9131,-72.516181,Chile
-36.917784,-72.50689,Chile
-36.922467,-72.497599,Chile
-36.92715,-72.488308,Chile
-36.930615,-72.481999,Chile
-36.93408,-72.475691,Chile
-36.937544,-72.469382,Chile
-36.941009,-72.463074,Chile
-36.945193,-72.453525,Chile
-36.949377,-72.443976,Chile
-36.953561,-72.434428,Chile
-36.957745,-72.424879,Chile
-36.961929,-72.41533,Chile
-36.966112,-72.405782,Chile
-36.970535,-72.415051,Chile
-36.974958,-72.424321,Chile
-36.979381,-72.433591,Chile
-36.983803,-72.442861,Chile
-36.988225,-72.45213,Chile
-36.992647,-72.4614,Chile
-36.997069,-72.47067,Chile
-37.00149,-72.479939,Chile
-37.005911,-72.489209,Chile
-37.010332,-72.498479,Chile
-37.014581,-72.48848,Chile
-37.01883,-72.47848,Chile
-37.023079,-72.468481,Chile
-37.027328,-72.458482,Chile
-37.031576,-72.448483,Chile
-37.035824,-72.438483,Chile
-37.040072,-72.428484,Chile
-37.044319,-72.418485,Chile
-37.048567,-72.408485,Chile
-37.052814,-72.398486,Chile
-37.057061,-72.388487,Chile
-37.061307,-72.378488,Chile
-37.065554,-72.368488,Chile
-37.0698,-72.358489,Chile
-37.074046,-72.34849,Chile
-37.078292,-72.33849,Chile
-37.082537,-72.328491,Chile
-37.079961,-72.324908,Chile
-37.077025,-72.319629,Chile
-37.075424,-72.314866,Chile
-37.073823,-72.310102,Chile
-37.07212,-72.305928,Chile
-37.070416,-72.301755,Chile
-37.068713,-72.297581,Chile
-37.067009,-72.293408,Chile
-37.065306,-72.289234,Chile
-37.063602,-72.285061,Chile
-37.061898,-72.280887,Chile
-37.060194,-72.276714,Chile
-37.058491,-72.27254,Chile
59.359446,25.525017,Estonia
59.364345,25.466137,Estonia
59.376414,25.408287,Estonia
59.394685,25.348892,Estonia
59.412946,25.289497,Estonia
59.431197,25.230103,Estonia
59.449874,25.178432,Estonia
59.455371,25.15131,Estonia
59.46671,25.117321,Estonia
59.477,25.084877,Estonia
59.487286,25.052433,Estonia
59.490772,24.993382,Estonia
59.495216,24.937935,Estonia
59.499224,24.886265,Estonia
59.492602,24.845924,Estonia
59.480661,24.84129,Estonia
59.467844,24.823437,Estonia
59.454324,24.835796,Estonia
59.440799,24.848156,Estonia
59.427268,24.860516,Estonia
59.413732,24.872875,Estonia
59.40019,24.885235,Estonia
59.386643,24.897594,Estonia
59.373091,24.909954,Estonia
59.359533,24.922314,Estonia
59.34597,24.934673,Estonia
59.332401,24.947033,Estonia
59.318652,24.971066,Estonia
59.30297,24.990463,Estonia
59.287017,25.022907,Estonia
59.271933,25.063591,Estonia
59.258247,25.111828,Estonia
59.244556,25.160065,Estonia
59.23683,25.212421,Estonia
59.228224,25.267353,Estonia
59.219616,25.322285,Estonia
59.211006,25.377216,Estonia
59.202394,25.432148,Estonia
59.193779,25.48708,Estonia
59.183668,25.543213,Estonia
59.173553,25.599346,Estonia
59.163436,25.655479,Estonia
59.153315,25.711613,Estonia
59.143191,25.767746,Estonia
59.133065,25.823879,Estonia
59.122935,25.880013,Estonia
59.112803,25.936146,Estonia
59.102667,25.992279,Estonia
59.092529,26.048412,Estonia
59.082387,26.104546,Estonia
59.072243,26.160679,Estonia
59.062095,26.216812,Estonia
59.049826,26.263161,Estonia
59.029779,26.232948,Estonia
59.007512,26.175613,Estonia
58.988148,26.127033,Estonia
58.968774,26.078453,Estonia
58.949388,26.029873,Estonia
58.929992,25.981293,Estonia
58.910585,25.932713,Estonia
58.891167,25.884132,Estonia
58.871738,25.835552,Estonia
58.852654,25.787144,Estonia
58.838888,25.734787,Estonia
58.836668,25.676079,Estonia
58.834447,25.617371,Estonia
58.832226,25.558662,Estonia
58.830005,25.499954,Estonia
58.827783,25.441246,Estonia
58.825562,25.382538,Estonia
58.823341,25.32383,Estonia
58.825562,25.272846,Estonia
58.834447,25.230103,Estonia
58.843329,25.187359,Estonia
58.85221,25.144615,Estonia
58.859224,25.093288,Estonia
58.866236,25.041962,Estonia
58.873247,24.990635,Estonia
58.875199,24.904976,Estonia
58.873868,24.860172,Estonia
58.872537,24.815369,Estonia
58.871206,24.770565,Estonia
58.869875,24.725761,Estonia
58.869786,24.673233,Estonia
58.878305,24.633236,Estonia
58.887531,24.626198,Estonia
58.900213,24.570408,Estonia
58.91289,24.514618,Estonia
58.925562,24.458828,Estonia
58.93823,24.403038,Estonia
58.950894,24.347248,Estonia
58.969482,24.408875,Estonia
58.988325,24.471703,Estonia
59.007158,24.534531,Estonia
59.02333,24.591522,Estonia
59.032518,24.67701,Estonia
59.036051,24.759579,Estonia
59.097819,24.697609,Estonia
59.115887,24.614182,Estonia
59.132272,24.534874,Estonia
59.150058,24.455223,Estonia
13.514666,39.367962,Ethiopia
13.531023,39.427185,Ethiopia
13.535696,39.482975,Ethiopia
13.522344,39.488811,Ethiopia
13.507155,39.533787,Ethiopia
13.483119,39.55267,Ethiopia
13.498309,39.49276,Ethiopia
13.495471,39.42358,Ethiopia
13.504652,39.349422,Ethiopia
13.48796,39.287453,Ethiopia
13.493635,39.242477,Ethiopia
13.509659,39.21587,Ethiopia
13.530355,39.198189,Ethiopia
13.558726,39.214668,Ethiopia
13.579084,39.254494,Ethiopia
13.609952,39.303074,Ethiopia
13.640815,39.351654,Ethiopia
13.662835,39.393883,Ethiopia
13.684852,39.436111,Ethiopia
13.706867,39.47834,Ethiopia
13.72888,39.520569,Ethiopia
13.750891,39.562798,Ethiopia
13.772899,39.605026,Ethiopia
13.79924,39.618587,Ethiopia
13.824745,39.617386,Ethiopia
13.850247,39.616184,Ethiopia
13.87258,39.601078,Ethiopia
13.894911,39.585972,Ethiopia
13.916739,39.568892,Ethiopia
13.92632,39.558849,Ethiopia
13.933484,39.546404,Ethiopia
13.947812,39.550524,Ethiopia
13.962139,39.554644,Ethiopia
13.974592,39.564214,Ethiopia
13.97988,39.571724,Ethiopia
13.982046,39.560909,Ethiopia
13.986085,39.550695,Ethiopia
13.990125,39.540482,Ethiopia
13.994164,39.530268,Ethiopia
13.998203,39.520054,Ethiopia
14.002242,39.50984,Ethiopia
14.006281,39.499626,Ethiopia
14.01032,39.489412,Ethiopia
14.014359,39.479198,Ethiopia
14.020209,39.475422,Ethiopia
14.02404,39.476752,Ethiopia
14.027558,39.480186,Ethiopia
14.031076,39.483619,Ethiopia
14.034594,39.487052,Ethiopia
14.03653,39.489316,Ethiopia
14.038466,39.49158,Ethiopia
14.040402,39.493843,Ethiopia
14.042338,39.496107,Ethiopia
14.044274,39.498371,Ethiopia
14.04532,39.499605,Ethiopia
14.046366,39.500839,Ethiopia
14.047365,39.501745,Ethiopia
14.048354,39.502228,Ethiopia
14.049343,39.502711,Ethiopia
14.050337,39.504808,Ethiopia
14.051247,39.507249,Ethiopia
14.052158,39.50969,Ethiopia
14.053069,39.512131,Ethiopia
14.054047,39.51426,Ethiopia
14.055025,39.51639,Ethiopia
14.055515,39.519035,Ethiopia
14.055749,39.521545,Ethiopia
14.056686,39.523519,Ethiopia
14.057815,39.525236,Ethiopia
14.05897,39.526845,Ethiopia
14.060193,39.524834,Ethiopia
14.061291,39.522028,Ethiopia
14.062181,39.52029,Ethiopia
14.063128,39.51934,Ethiopia
14.064033,39.518139,Ethiopia
14.06484,39.516851,Ethiopia
14.065672,39.518482,Ethiopia
14.066848,39.519405,Ethiopia
14.067941,39.519759,Ethiopia
14.068727,39.519475,Ethiopia
14.069351,39.520596,Ethiopia
14.070236,39.5225,Ethiopia
14.07112,39.524404,Ethiopia
14.072005,39.526309,Ethiopia
14.07289,39.528213,Ethiopia
14.073774,39.530118,Ethiopia
14.074659,39.532022,Ethiopia
14.075543,39.533926,Ethiopia
14.076428,39.535831,Ethiopia
14.077312,39.537735,Ethiopia
14.078197,39.539639,Ethiopia
14.079081,39.541544,Ethiopia
14.079966,39.543448,Ethiopia
14.080851,39.545352,Ethiopia
14.081735,39.547257,Ethiopia
14.08262,39.549161,Ethiopia
14.083504,39.551066,Ethiopia
14.08429,39.553142,Ethiopia
14.085013,39.555379,Ethiopia
14.085523,39.557814,Ethiopia
41.336318,14.968765,Italy
41.340011,14.968373,Italy
41.346154,14.970428,Italy
41.347121,14.974551,Italy
41.35045,14.978399,Italy
41.352982,14.982213,Italy
41.354799,14.98604,Italy
41.356822,14.991037,Italy
41.359877,14.997309,Italy
41.362777,15.003288,Italy
41.366443,15.012229,Italy
41.368391,15.01776,Italy
41.370777,15.023531,Italy
41.027033,15.332946,Italy
41.027963,15.335541,Italy
41.029078,15.337732,Italy
41.03039,15.340993,Italy
41.031615,15.344159,Italy
41.033044,15.348237,Italy
41.034786,15.352056,Italy
41.038613,15.35954,Italy
41.040393,15.365489,Italy
41.043591,15.369861,Italy
41.047205,15.376138,Italy
34.778527,136.196222,Japan
34.780606,136.210341,Japan
34.782686,136.224461,Japan
34.784836,136.244674,Japan
34.786986,136.264887,Japan
34.789136,136.2851,Japan
34.791286,136.305313,Japan
34.793436,136.325526,Japan
34.795585,136.345739,Japan
34.797735,136.365952,Japan
34.799885,136.386166,Japan
34.802034,136.406379,Japan
34.804184,136.426592,Japan
34.806333,136.446805,Japan
34.808483,136.467018,Japan
34.810632,136.487231,Japan
34.812782,136.507444,Japan
34.814931,136.527658,Japan
34.81708,136.547871,Japan
34.819229,136.568084,Japan
34.821378,136.588297,Japan
34.859806,136.575165,Japan
34.864313,136.545124,Japan
34.868891,136.509762,Japan
34.873468,136.4744,Japan
34.878045,136.439037,Japan
34.882551,136.403675,Japan
34.887128,136.368313,Japan
34.891704,136.332951,Japan
34.89628,136.297588,Japan
34.900856,136.262226,Japan
34.905431,136.226864,Japan
34.909936,136.191502,Japan
34.914511,136.156139,Japan
34.919086,136.120777,Japan
34.92366,136.085415,Japan
34.928234,136.050053,Japan
34.932808,136.01469,Japan
34.937382,135.979328,Japan
34.941955,135.943966,Japan
34.946528,135.908604,Japan
34.951101,135.873241,Japan
34.955674,135.837879,Japan
34.960246,135.802517,Japan
34.964748,135.767155,Japan
34.96932,135.731792,Japan
34.972485,135.697203,Japan
34.974876,135.674715,Japan
34.977267,135.652227,Japan
34.979659,135.62974,Japan
34.985003,135.601072,Japan
34.989117,135.583649,Japan
34.99323,135.566225,Japan
34.997344,135.548801,Japan
35.001457,135.531378,Japan
35.00557,135.513954,Japan
35.009682,135.496531,Japan
35.013795,135.479107,Japan
35.017907,135.461683,Japan
35.022019,135.44426,Japan
35.026131,135.426836,Japan
35.030242,135.409412,Japan
35.034354,135.391989,Japan
35.038465,135.374565,Japan
35.042576,135.357141,Japan
35.046687,135.339718,Japan
35.050797,135.322294,Japan
35.052853,135.313582,Japan
35.054908,135.304871,Japan
35.056963,135.296159,Japan
35.059018,135.287447,Japan
35.061073,135.278735,Japan
35.063128,135.270023,Japan
35.065183,135.261312,Japan
35.067238,135.2526,Japan
35.069292,135.243888,Japan
35.071347,135.235176,Japan
35.073332,135.227323,Japan
35.075316,135.218396,Japan
35.077599,135.209255,Japan
35.079882,135.200114,Japan
35.082165,135.190973,Japan
35.084447,135.181832,Japan
35.08673,135.172691,Japan
35.089012,135.16355,Japan
35.091295,135.154409,Japan
35.093577,135.145268,Japan
35.09586,135.136127,Japan
35.098142,135.126987,Japan
35.100424,135.117846,Japan
35.102706,135.108705,Japan
35.104989,135.099564,Japan
35.107271,135.090423,Japan
35.109553,135.081282,Japan
35.111835,135.072141,Japan
35.114116,135.063,Japan
35.116398,135.053859,Japan
35.11868,135.044718,Japan
35.120962,135.035577,Japan
35.123243,135.026436,Japan
35.125525,135.017295,Japan
35.127806,135.008154,Japan
16.589763,-94.684296,Mexico
16.593444,-94.677451,Mexico
16.597125,-94.670606,Mexico
16.600806,-94.663761,Mexico
16.604487,-94.656916,Mexico
16.608167,-94.650071,Mexico
16.611848,-94.643226,Mexico
16.615528,-94.636381,Mexico
16.619209,-94.629536,Mexico
16.622889,-94.622691,Mexico
16.62657,-94.615846,Mexico
16.63025,-94.609001,Mexico
16.63393,-94.602156,Mexico
16.63761,-94.595311,Mexico
16.641517,-94.586406,Mexico
16.645423,-94.577501,Mexico
16.649329,-94.568596,Mexico
16.653235,-94.559691,Mexico
16.657141,-94.550786,Mexico
16.661047,-94.541881,Mexico
16.656915,-94.530723,Mexico
16.652783,-94.519565,Mexico
16.648651,-94.508407,Mexico
16.644518,-94.497249,Mexico
16.640386,-94.486091,Mexico
16.636254,-94.474933,Mexico
16.632121,-94.463775,Mexico
16.627988,-94.452617,Mexico
16.623856,-94.441459,Mexico
16.619723,-94.430301,Mexico
16.61559,-94.419143,Mexico
16.611457,-94.407985,Mexico
16.607324,-94.396827,Mexico
16.603191,-94.385669,Mexico
16.599058,-94.374511,Mexico
16.594925,-94.363353,Mexico
16.590791,-94.352195,Mexico
16.586658,-94.341037,Mexico
16.582524,-94.329879,Mexico
16.57839,-94.318721,Mexico
16.559778,-94.287758,Mexico
16.541184,-94.256773,Mexico
16.522588,-94.225788,Mexico
16.50399,-94.194803,Mexico
16.485391,-94.163818,Mexico
16.466789,-94.132833,Mexico
16.448186,-94.101849,Mexico
16.459957,-94.070606,Mexico
16.475761,-94.082279,Mexico
16.480617,-94.052582,Mexico
16.482181,-94.01516,Mexico
16.483745,-93.977737,Mexico
16.485308,-93.940315,Mexico
16.486872,-93.902893,Mexico
16.488436,-93.865471,Mexico
16.488436,-93.839121,Mexico
16.489464,-93.827834,Mexico
16.49039,-93.815947,Mexico
16.490987,-93.799982,Mexico
16.491563,-93.784018,Mexico
16.492139,-93.768053,Mexico
16.492715,-93.752089,Mexico
16.493291,-93.736124,Mexico
16.493868,-93.72016,Mexico
16.494444,-93.704195,Mexico
16.49502,-93.688231,Mexico
16.495596,-93.672266,Mexico
16.495884,-93.648748,Mexico
16.494238,-93.629608,Mexico
16.495555,-93.606648,Mexico
16.496871,-93.583689,Mexico
16.498188,-93.560729,Mexico
16.499505,-93.537769,Mexico
16.500822,-93.51481,Mexico
16.502138,-93.49185,Mexico
16.503455,-93.46889,Mexico
16.504772,-93.44593,Mexico
16.506089,-93.422971,Mexico
16.507405,-93.400011,Mexico
16.508722,-93.377051,Mexico
16.510039,-93.354092,Mexico
16.511355,-93.331132,Mexico
16.512672,-93.308172,Mexico
16.504895,-93.284183,Mexico
16.497118,-93.260193,Mexico
16.488271,-93.23719,Mexico
16.479424,-93.214188,Mexico
16.470576,-93.191185,Mexico
16.461727,-93.168182,Mexico
16.452878,-93.14518,Mexico
16.444029,-93.122177,Mexico
16.43518,-93.099174,Mexico
16.42633,-93.076172,Mexico
16.417479,-93.053169,Mexico
16.408628,-93.030167,Mexico
16.399777,-93.007164,Mexico
16.390926,-92.984161,Mexico
16.382074,-92.961159,Mexico
16.373221,-92.938156,Mexico
16.364368,-92.915154,Mexico
31.41791,-9.792656,Morocco
31.420527,-9.778669,Morocco
31.428693,-9.763696,Morocco
31.433221,-9.75219,Morocco
31.43974,-9.742499,Morocco
31.449539,-9.716785,Morocco
31.450649,-9.703029,Morocco
31.454293,-9.685162,Morocco
31.453425,-9.669623,Morocco
31.455734,-9.647614,Morocco
31.460759,-9.625992,Morocco
31.457654,-9.604749,Morocco
31.459032,-9.582557,Morocco
31.468015,-9.560485,Morocco
31.463106,-9.52725,Morocco
31.458224,-9.509324,Morocco
18.492572,120.566797,Philippines
18.494506,120.578063,Philippines
18.496439,120.589328,Philippines
18.498372,120.600593,Philippines
18.500305,120.611858,Philippines
18.502238,120.623124,Philippines
18.504171,120.634389,Philippines
18.506104,120.645654,Philippines
18.508037,120.656919,Philippines
18.50997,120.668185,Philippines
18.506979,120.677819,Philippines
18.503195,120.688355,Philippines
18.498596,120.699492,Philippines
18.493997,120.710628,Philippines
18.489398,120.721765,Philippines
18.484799,120.732901,Philippines
18.480199,120.744038,Philippines
18.4756,120.755174,Philippines
18.471,120.766311,Philippines
18.466401,120.777447,Philippines
18.461801,120.788584,Philippines
18.457201,120.79972,Philippines
18.452601,120.810857,Philippines
18.448001,120.821993,Philippines
18.4434,120.83313,Philippines
18.4388,120.844266,Philippines
18.434199,120.855403,Philippines
18.429599,120.866539,Philippines
18.424998,120.877676,Philippines
18.420397,120.888813,Philippines
18.415796,120.899949,Philippines
18.411195,120.911086,Philippines
18.406594,120.922222,Philippines
18.401992,120.933359,Philippines
18.397391,120.944495,Philippines
18.392789,120.955632,Philippines
18.388187,120.966768,Philippines
18.383585,120.977905,Philippines
18.378983,120.989041,Philippines
18.374381,121.000178,Philippines
18.369779,121.011314,Philippines
18.365177,121.022451,Philippines
18.360574,121.033587,Philippines
18.355972,121.044724,Philippines
18.351369,121.055861,Philippines
18.346766,121.066997,Philippines
18.342163,121.078134,Philippines
18.33756,121.08927,Philippines
18.332957,121.100407,Philippines
18.328353,121.111543,Philippines
18.32375,121.12268,Philippines
18.319146,121.133816,Philippines
18.314542,121.144953,Philippines
18.309939,121.156089,Philippines
18.305335,121.167226,Philippines
18.30073,121.178362,Philippines
18.296126,121.189499,Philippines
18.291522,121.200635,Philippines
18.286917,121.211772,Philippines
18.282313,121.222908,Philippines
18.277708,121.234045,Philippines
18.273103,121.245182,Philippines
18.268498,121.256318,Philippines
18.263893,121.267455,Philippines
18.259288,121.278591,Philippines
18.254683,121.289728,Philippines
18.250077,121.300864,Philippines
18.245472,121.312001,Philippines
18.240866,121.323137,Philippines
18.23626,121.334274,Philippines
18.231654,121.34541,Philippines
18.227048,121.356547,Philippines
18.222442,121.367683,Philippines
18.217836,121.37882,Philippines
18.213229,121.389956,Philippines
18.208623,121.401093,Philippines
18.204016,121.41223,Philippines
18.199409,121.423366,Philippines
18.194803,121.434503,Philippines
18.190196,121.445639,Philippines
18.185588,121.456776,Philippines
18.180981,121.467912,Philippines
18.176374,121.479049,Philippines
18.171766,121.490185,Philippines
18.167159,121.501322,Philippines
18.162551,121.512458,Philippines
18.157943,121.523595,Philippines
18.153335,121.534731,Philippines
18.148727,121.545868,Philippines
18.144119,121.557004,Philippines
18.13951,121.568141,Philippines
18.134902,121.579278,Philippines
18.130293,121.590414,Philippines
18.125684,121.601551,Philippines
18.121076,121.612687,Philippines
18.116467,121.623824,Philippines
18.111857,121.63496,Philippines
18.109553,121.640528,Philippines
18.107248,121.646097,Philippines
18.104944,121.651665,Philippines
-32.836616,17.975264,South Africa
-32.830125,17.979984,South Africa
-32.822552,17.989683,South Africa
-32.825942,17.998438,South Africa
-32.820388,18.002214,South Africa
-32.819378,18.025818,South Africa
-32.809207,18.0338,South Africa
-32.800334,18.015862,South Africa
-32.793047,17.997494,South Africa
-32.787202,17.97183,South Africa
-32.789728,17.94445,South Africa
-32.77811,17.948828,South Africa
-32.765192,17.953033,South Africa
-32.755953,17.964964,South Africa
-32.756819,17.980328,South Africa
-32.744981,17.973719,South Africa
-32.74166,17.958097,South Africa
-32.742887,17.938013,South Africa
-32.747652,17.922306,South Africa
-32.75321,17.91338,South Africa
-32.764181,17.921619,South Africa
-32.776378,17.918787,South Africa
-32.788501,17.922907,South Africa
-32.797015,17.9181,South Africa
-32.806322,17.914238,South Africa
-32.81469,17.923851,South Africa
-32.82147,17.912607,South Africa
-32.820551,17.900934,South Africa
-32.819045,17.896364,South Africa
-32.816403,17.892802,South Africa
-32.812941,17.884541,South Africa
-32.809009,17.891557,South Africa
-32.844693,17.932262,South Africa
-32.857527,17.948055,South Africa
-32.879155,17.926941,South Africa
-32.900488,17.948742,South Africa
-32.921673,17.947884,South Africa
-32.927004,18.00539,South Africa
-32.925275,18.030968,South Africa
-32.903227,18.041267,South Africa
-32.902362,18.090534,South Africa
-32.899912,18.139286,South Africa
-32.895155,18.189068,South Africa
-32.882038,18.225117,South Africa
-32.861421,18.253784,South Africa
-32.839356,18.26786,South Africa
-32.843106,18.312836,South Africa
-32.818729,18.336697,South Africa
-32.800406,18.326054,South Africa
-32.789439,18.292751,South Africa
-32.780203,18.367252,South Africa
-32.764614,18.434029,South Africa
-32.747724,18.464069,South Africa
-32.753932,18.491192,South Africa
-32.741082,18.50029,South Africa
-32.723465,18.478661,South Africa
-32.711911,18.451023,South Africa
-32.7044,18.417721,South Africa
-32.684897,18.403988,South Africa
-32.672038,18.424244,South Africa
-32.655419,18.441582,South Africa
-32.638074,18.427849,South Africa
-32.628966,18.455486,South Africa
-32.611472,18.461494,South Africa
-32.611761,18.495483,South Africa
-32.614219,18.533764,South Africa
-32.594118,18.531532,South Africa
-32.605688,18.573418,South Africa
-32.594697,18.60466,South Africa
-32.569529,18.587666,South Africa
